Id,Label,month
2024-01-01_1540.txt,"Israel’s war on Gaza: List of key events, day 87",1
2024-01-05_1499.txt,"Israel’s war on Gaza: List of key events, day 91",1
2024-03-20_311.txt,"Is­rael’s war on Gaza: List of key events, day 166",3
2024-02-08_1154.txt,"Israel’s war on Gaza: List of key events, day 125",2
2024-01-08_1472.txt,"Israel’s war on Gaza: List of key events, day 94",1
2024-03-19_320.txt,"Is­rael’s war on Gaza: List of key events, day 165",3
2024-02-13_1107.txt,"Israel’s war on Gaza: List of key events, day 130",2
2024-04-04_153.txt,"Israel’s war on Gaza: List of key events, day 181",4
2024-03-31_203.txt,"Israel’s war on Gaza: List of key events, day 177",3
2024-04-08_101.txt,"Israel’s war on Gaza: List of key events, day 185",4
2024-04-10_81.txt,"Israel’s war on Gaza: List of key events, day 187",4
2024-04-01_194.txt,"Israel’s war on Gaza: List of key events, day 178",4
2024-04-07_116.txt,"Israel’s war on Gaza: List of key events, day 184",4
2024-04-06_125.txt,"Israel’s war on Gaza: List of key events, day 183",4
2024-04-03_163.txt,"Israel’s war on Gaza: List of key events, day 180",4
2024-04-05_140.txt,"Israel’s war on Gaza: List of key events, day 182",4
2024-04-16_23.txt,"Israel’s war on Gaza: List of key events, day 193",4
2024-04-11_71.txt,"Israel’s war on Gaza: List of key events, day 188",4
2024-04-15_33.txt,"Israel’s war on Gaza: List of key events, day 192",4
2024-04-09_90.txt,"Israel’s war on Gaza: List of key events, day 186",4
2024-04-02_178.txt,"Israel’s war on Gaza: List of key events, day 179",4
2024-04-12_63.txt,"Israel’s war on Gaza: List of key events, day 189",4
2024-04-13_51.txt,"Israel’s war on Gaza: List of key events, day 190",4
2024-03-17_338.txt,Israel’s war on Gaza updates: Rafah invasion to be ‘avoided at all costs’,3
2024-03-16_344.txt,Israel’s war on Gaza updates: ‘Humanitarian catastrophe’ must not escalate,3
2024-03-22_289.txt,"Israel’s war on Gaza updates: Russia, China veto US resolution on Gaza",3
2024-03-20_313.txt,Israel’s war on Gaza updates: Israel ‘negative’ on Hamas truce proposal,3
2024-03-12_381.txt,Israel’s war on Gaza updates: ‘This war is a war on children’ – UN,3
2024-02-11_1133.txt,Israel’s war on Gaza updates: Hamas says Rafah assault would end talks,2
2024-02-27_937.txt,Israel’s war on Gaza updates: Looming famine could ‘kill thousands’ in days,2
2024-03-07_834.txt,Israel’s war on Gaza live: US to build port as Israel blocks aid via roads,3
2024-03-06_847.txt,Israel’s war on Gaza updates: South Africa asks ICJ to prevent famine,3
2024-01-06_1492.txt,Israel war on Gaza updates: Children dying ‘in every possible way’,1
2024-01-07_1481.txt,Israel war on Gaza updates: Condemnation after Israel kills 2 journalists,1
2024-03-04_866.txt,Israel’s war on Gaza updates: Sexual violence no excuse for more violence,3
2024-02-29_908.txt,Israel’s war on Gaza updates: ‘Life draining out of Gaza’-UN on aid attack,2
2024-03-03_874.txt,Israel’s war on Gaza updates: Israel again attacks aid seekers in Gaza City,3
2024-02-28_923.txt,Israel’s war on Gaza updates: 6 children die of malnutrition in north Gaza,2
2024-03-21_301.txt,Israel’s war on Gaza updates: ‘Rafah is Gaza’s last hope’ – UNICEF,3
2024-03-05_859.txt,Israel’s war on Gaza updates: Israel kills three as US envoy visits Beirut,3
2024-03-14_359.txt,Israel’s war on Gaza updates: At least 21 killed in attack on aid seekers,3
2024-03-01_899.txt,Israel’s war on Gaza updates: Biden says US will air drop aid to enclave,3
2024-03-15_353.txt,Israel’s war on Gaza updates: Hamas puts forth proposal aimed at ending war,3
2024-02-12_1123.txt,Israel’s war on Gaza updates: Calls to stave off Rafah offensive grow,2
2024-03-19_321.txt,Israel’s war on Gaza updates: 23 killed in air strikes on food-aid workers,3
2024-03-23_278.txt,Israel’s war on Gaza updates: UN chief says blocked aid a ‘moral outrage’,3
2024-03-25_267.txt,Israel’s war on Gaza updates: UN expert reports on genocidal acts in Gaza,3
2024-03-26_257.txt,Israel’s war on Gaza updates: Israel says Hamas chief killed on March 10,3
2024-03-27_248.txt,Israel’s war on Gaza updates: Ceasefire hopes ‘drowned out by bombs’,3
2024-03-28_237.txt,Israel’s war on Gaza updates: ICJ again orders Israel to ensure aid to Gaza,3
2024-03-30_616.txt,Israel’s war on Gaza updates: Ceasefire talks to resume in Egypt,3
2024-03-29_225.txt,Israel’s war on Gaza updates: Deadly strike on centre housing displaced,3
2024-04-03_165.txt,Israel’s war on Gaza updates: 6 months of war sees children deprived of aid,4
2024-03-31_207.txt,Israel’s war on Gaza updates: Israeli army says Hezbollah commander killed,3
2024-04-02_184.txt,Israel’s war on Gaza updates: Aid workers killed amid ‘man-made famine’,4
2024-04-01_196.txt,Israel’s war on Gaza updates: New Israeli law paves way for Al Jazeera ban,4
2024-04-04_157.txt,Israel’s war on Gaza updates: Biden threatens policy change on Gaza,4
2024-04-07_120.txt,Israel’s war on Gaza updates: Israel says troops moved for new operations,4
2024-04-05_143.txt,Israel’s war on Gaza updates: ‘Scattered measures’ for Gaza aid not enough,4
2024-04-06_126.txt,Israel’s war on Gaza updates: Hamas sending team to Egypt ceasefire talks,4
2024-04-08_107.txt,Israel’s war on Gaza updates: Netanyahu says date set for Rafah offensive,4
2024-01-12_1431.txt,ICJ updates: Israel’s response to South Africa’s genocide case,1
2024-04-08_103.txt,ICJ updates: Nicaragua’s case against Germany over Israel’s war on Gaza,4
2024-04-09_94.txt,"Israel’s war on Gaza updates: Israel blocked half of March food convoys, UN",4
2024-04-12_65.txt,Israel’s war on Gaza updates: One dead as settlers rampage in West Bank,4
2024-04-11_73.txt,"Israel’s war on Gaza updates: Famine already in north Gaza, says US",4
2024-04-16_25.txt,Israel’s war on Gaza updates: Israeli attack on Gaza police vehicle kills 9,4
2024-04-15_35.txt,Israel’s war on Gaza updates: New mass grave found at al-Shifa Hospital,4
2024-04-13_54.txt,"Israel’s war on Gaza updates: Iran sends drones, missiles towards Israel",4
2024-04-10_83.txt,Israel’s war on Gaza updates: Hamas chief’s sons killed in Israeli attack,4
2024-01-26_1274.txt,ICJ updates: Court orders Israel to prevent acts of genocide in Gaza,1
2024-02-19_1033.txt,ICJ on Israeli occupation updates: Palestinians demand immediate end,2
2024-01-11_1445.txt,ICJ updates: South Africa’s genocide case against Israel over Gaza war,1
2024-02-20_1013.txt,ICJ hearings on Israel’s occupation of Palestine updates: Day two,2
2024-02-21_1003.txt,ICJ hearings on Israel’s occupation of Palestine updates: Day three,2
2024-02-12_1119.txt,US claims ship hit by Houthis was headed to Iran,2
2024-02-22_987.txt,US military targets Houthi antiship cruise missiles in preemptive strikes,2
2024-02-19_1025.txt,"Houthis claim they hit British ship, downed US drone over Yemen",2
2024-02-17_1054.txt,Yemen’s Houthis fire missiles at British oil tanker bound for India,2
2024-04-02_175.txt,"What is World Central Kitchen, whose team was attacked by Israel in Gaza?",4
2024-01-23_1305.txt,"Israel, Gaza, Germany and the genocide in Namibia",1
2024-03-04_860.txt,UN experts say grounds to believe rape occurred in Hamas attack on Israel,3
2024-01-14_1403.txt,"Portuguese FM: Ukraine can prevail, Russia a ‘Paper Tiger’",1
2024-02-13_1103.txt,How is satire being used to highlight Israel’s war on Gaza?,2
2024-01-09_1463.txt,Which countries back South Africa’s genocide case against Israel at ICJ?,1
2024-01-02_1529.txt,The Take: Are Hezbollah and Israel close to an all-out war?,1
2024-01-04_1503.txt,"The Take: Israel, Palestine, BDS, and the right to boycott in the US",1
2024-01-15_1388.txt,The Take: The discontent brewing in the Biden administration over Gaza,1
2024-01-22_1311.txt,The Take: What will remain of journalism in Gaza?,1
2024-01-11_1440.txt,The Take: The last keffiyeh factory in Palestine,1
2024-01-29_1232.txt,"The Take: As US and UK air strikes land, Yemenis wonder what’s next",1
2024-02-16_1063.txt,"The Take: As Israel attacks Rafah, how will Egypt respond at the border?",2
2024-01-05_1495.txt,A Hamas leader is killed – what’s the state of play in the Middle East?,1
2024-01-26_1270.txt,The Take: How long can Israel afford its war on Gaza?,1
2024-01-19_1345.txt,The Take: Why is Germany supporting Israel at the ICJ?,1
2024-01-10_1453.txt,The Take: The Houthis’ grip on Red Sea trade,1
2024-02-08_1150.txt,"The Take: As Israel strikes Gaza’s Rafah, what can US diplomacy achieve?",2
2024-01-12_1421.txt,The Take: Why South Africa is suing Israel for genocide in Gaza,1
2024-01-31_1219.txt,The Take – ‘Lost trust’: Gaza residents await ceasefire deal,1
2024-02-12_1116.txt,The Take: Is Israel replacing Palestinian workers with Indians?,2
2024-02-19_1023.txt,The Take: The story of Hind Rajab,2
2024-02-21_996.txt,US faith leaders call for a ceasefire. Will President Biden listen?,2
2024-03-11_387.txt,The Take: Observing Ramadan against the backdrop of war,3
2024-02-22_983.txt,What could a ruling on Israeli occupation mean for Palestine’s future?,2
2024-02-28_914.txt,The Take: ‘An extreme act’ – Why Aaron Bushnell self-immolated for Gaza,2
2024-03-07_824.txt,The Take: Gaza’s starvation looms over Biden’s State of the Union address,3
2024-03-20_306.txt,The Take: Why has Israel launched an attack on al-Shifa Hospital again?,3
2024-03-01_892.txt,Palestinians were seeking food in Gaza City. Israeli forces opened fire,3
2024-03-21_295.txt,The Take: The strength and agony of Gaza’s mothers,3
2024-03-27_245.txt,The Take: UN Security Council votes for a Gaza ceasefire. Will it happen?,3
2024-03-28_229.txt,The Take – October 7: Al Jazeera investigates,3
2024-04-03_160.txt,The Take: Will Israel’s protests change Netanyahu’s calculus?,4
2024-04-05_131.txt,Did Israel intentionally target a World Central Kitchen convoy in Gaza?,4
2024-01-26_1268.txt,ICJ rules Israel must prevent acts of genocide in Gaza: Key takeaways,1
2024-01-14_1402.txt,Iran vs Palestine 4-1: AFC Asian Cup 2023 – as it happened,1
2024-01-14_1397.txt,Palestine lose to Iran but win hearts on ‘special night’ at Asian Cup,1
2024-01-29_1234.txt,Qatar vs Palestine 2-1: AFC Asian Cup 2023 – as it happened,1
2024-02-01_1208.txt,Is South Africa’s foreign policy contradictory or a balancing act?,2
2024-01-11_1436.txt,Day one of the ICJ genocide hearing against Israel: Key takeaways,1
2024-01-16_1380.txt,"Altruism, opportunism or both: What pushed South Africa to ICJ over Gaza?",1
2024-01-24_1290.txt,ICJ to decide on emergency measures in Israel-Gaza genocide case on Friday,1
2024-01-26_1266.txt,"What has the ICJ ordered Israel to do on Gaza war, and what’s next?",1
2024-01-02_1526.txt,Israel promises to fight South Africa genocide accusation at ICJ,1
2024-01-15_1389.txt,"This past week, we all became South Africans",1
2024-01-25_1281.txt,What will the ICJ announce on Israel’s Gaza war? The possible scenarios,1
2024-02-28_915.txt,‘Jolt to reality’: Gaza war shakes up South Africa’s election campaign,2
2024-01-14_1404.txt,What will be the outcome of the ICJ genocide case against Israel?,1
2024-01-12_1420.txt,Israel rejects accusations of genocide in Gaza war at ICJ hearing,1
2024-01-11_1443.txt,A quick guide to South Africa’s ICJ case against Israel,1
2024-01-11_1438.txt,ICJ hears South Africa’s genocide case against Israel over Gaza war,1
2024-02-08_1147.txt,"S Africa’s Ramaphosa renews call for Gaza ceasefire, Palestinian state",2
2024-01-12_1419.txt,ICJ genocide case: What are Israel’s arguments and do they hold up?,1
2024-01-09_1460.txt,Israel’s war on Gaza and the ‘obligation to prevent genocide’,1
2024-01-14_1406.txt,Namibia condemns Germany for defending Israel in ICJ genocide case,1
2024-03-06_837.txt,South Africa asks ICJ for more measures against Israel over Gaza ‘famine’,3
2024-02-13_1097.txt,South Africa urges ICJ to consider action on Israel’s planned Rafah assault,2
2024-02-02_1192.txt,Can South Africa’s genocide case at the ICJ stop Israel?,2
2024-01-11_1439.txt,Protests as UN top court hears genocide case against Israel over Gaza war,1
2024-01-28_1246.txt,The ICJ ruling was a legal victory at the cost of Palestinian lives,1
2024-01-12_1425.txt,What is South Africa’s five-point ICJ argument against Israel?,1
2024-01-26_1262.txt,Who is Julia Sebutinde? The judge against all ICJ rulings in Israel’s case,1
2024-01-12_1428.txt,"From a Palestinian in Gaza, thank you South Africa!",1
2024-02-20_1008.txt,"‘Israel’s apartheid must end,’ South Africa says at ICJ hearing",2
2024-02-16_1057.txt,"ICJ demands implementation of Gaza measures, but no new action on Rafah",2
2024-03-18_324.txt,Israel asks ICJ not to order new measures over looming famine in Gaza,3
2024-02-20_1009.txt,US vetoes another UN Security Council resolution urging Gaza war ceasefire,2
2024-01-26_1264.txt,Hundreds take to streets in The Hague in solidarity with Palestinians,1
2024-03-28_235.txt,Are US-South Africa ties at breaking point over Israel’s war on Gaza?,3
2024-03-30_212.txt,Delusions at the United Nations,3
2024-03-29_224.txt,"Japan to resume funding to UNRWA, following Sweden, Finland and Canada",3
2024-03-15_350.txt,Australia to unfreeze UNRWA funding as Israel attacks Gaza aid seekers,3
2024-03-08_811.txt,"Canada lifting freeze on UNRWA funding after weeks of protests, criticism",3
2024-01-26_1269.txt,ICJ orders Israel to prevent acts of genocide in Gaza,1
2024-02-19_1032.txt,UK’s Starmer calls for a ‘ceasefire that lasts’ in Israel’s war on Gaza,2
2024-02-15_1074.txt,"In a London borough home to many Muslims, Labour loses appeal over Gaza",2
2024-01-01_1537.txt,"‘Completely alienated’: British Muslims on Labour, Tory stance on Gaza war",1
2024-02-21_992.txt,Chaos erupts as UK parliament votes on Gaza ceasefire,2
2024-03-01_897.txt,George Galloway who campaigned against Gaza war wins UK by-election,3
2024-02-28_920.txt,Abu Jawad’s heart breaks daily as he buries the people killed by Israel,2
2024-02-19_1028.txt,‘We will celebrate amidst destruction’: Young couple marries in Gaza camp,2
2024-03-08_816.txt,‘I yearn for the girl I used to be’: Gaza women tell their stories,3
2024-02-14_1090.txt,The toddler amputees of Israel’s war on Gaza – Hoor Nusseir,2
2024-02-23_974.txt,"‘Beaten, stripped, used as human shield’: Gaza victim recalls Israel terror",2
2024-03-05_850.txt,"Israel bombs mosque in Gaza, hitting families sheltering nearby",3
2024-02-16_1064.txt,"Remembering Cousin Aamer, a nurse who loved crab, and was killed by Israel",2
2024-01-09_1464.txt,A Gaza footballer’s journey from pitch to hospital amid Israel’s war,1
2024-02-10_1138.txt,"Israel bombs homes in central Gaza, killing several families",2
2024-03-07_827.txt,"In Gaza, babies have no more nappies, milk, as Israeli bombing continues",3
2024-01-01_1536.txt,"Israel flattened my home, killed my family. I still lit a candle for 2024",1
2024-03-06_845.txt,"In Gaza, football means life amid Israel’s continuing war",3
2024-02-13_1101.txt,‘Unbelievable fear’: Hundreds flee Gaza’s Rafah amid Israeli attacks,2
2024-01-10_1452.txt,Terrified people flee Israeli attacks at Al-Aqsa Martyrs Hospital,1
2024-01-13_1408.txt,Hundreds of thousands rally globally for Gaza on eve of 100 days of war,1
2024-03-10_397.txt,Palestinians fear Israeli violence in Jerusalem during Ramadan,3
2024-03-15_347.txt,Israel blocks thousands of Palestinians from visiting Al-Aqsa Mosque,3
2024-01-26_1271.txt,What the ICJ’s interim ruling means for Israel’s war on Gaza,1
2024-01-26_1267.txt,World reacts to ICJ interim ruling in Gaza genocide case against Israel,1
2024-01-03_1514.txt,Who were the Hamas officials killed in Beirut?,1
2024-01-02_1525.txt,Senior Hamas official Saleh al-Arouri killed in Beirut suburb,1
2024-01-03_1515.txt,How will Hamas react to the killing of one of its top leaders?,1
2024-01-03_1513.txt,"‘Israeli warning’: Beirut bombing sparks anger, fear in Lebanon",1
2024-01-03_1516.txt,General strikes across West Bank after assassination of Hamas’s al-Arouri,1
2024-01-03_1517.txt,EU foreign policy chief says world must ‘impose’ solution to Gaza war,1
2024-01-03_1521.txt,"Who was Saleh al-Arouri, the Hamas leader killed in Beirut?",1
2024-01-04_1506.txt,Israeli military strikes south Lebanon stoking fears of widening conflict,1
2024-01-05_1494.txt,Shipping giant Maersk to avoid Red Sea routes for ‘foreseeable future’,1
2024-01-15_1387.txt,Are the Houthi Red Sea interceptions going to bring about a regional war?,1
2024-01-01_1538.txt,US sinks Houthi boats in the Red Sea: How did the fight unfold?,1
2024-01-16_1374.txt,Yemen’s Houthis claim attack on ship in Red Sea as US confirms new strike,1
2024-01-01_1535.txt,Iran deploys warship to Red Sea amid soaring tensions,1
2024-01-03_1511.txt,US-led coalition warns Houthis of ‘consequences’ after Red Sea attacks,1
2024-02-06_1169.txt,"Defiant Houthis claim fresh Red Sea attacks on US, UK ships",2
2024-01-16_1376.txt,US claims seizure of Iranian weapons bound for Yemen’s Houthis,1
2024-04-17_15.txt,Columbia president faces anti-Semitism Congress hearing: What’s at stake?,4
2024-03-13_369.txt,Criticism of Israel’s war and occupation is not anti-Semitism,3
2024-02-04_1179.txt,"We, Jewish students, must not be silent on the genocide in Gaza",2
2024-01-19_1341.txt,"Palestine, the alchemy of big lies and future of the university",1
2024-01-06_1482.txt,"Thousands protest in Israel demanding captive release, government to resign",1
2024-01-07_1476.txt,"Hamza, son of Al Jazeera’s Wael Dahdouh, killed in Israeli attack in Gaza",1
2024-01-10_1454.txt,Israeli army appears to change tack on strike that killed Gaza journalists,1
2024-01-14_1401.txt,"Al Jazeera’s Samer Abudaqa was ‘targeted’, left to bleed by Israel: Report",1
2024-01-26_1263.txt,‘This court is a failure’: Palestinians in Gaza decry ICJ’s interim ruling,1
2024-01-12_1418.txt,"Oil prices steady despite Middle East tensions, but risks are rising",1
2024-01-13_1411.txt,Have the Houthi Red Sea attacks hurt Israel’s economy?,1
2024-01-06_1489.txt,Will the Houthi Red Sea attacks destabilise Yemen’s fragile peace?,1
2024-01-12_1427.txt,"How the US, UK bombing of Yemen might help the Houthis",1
2024-01-12_1417.txt,‘Dangerous’: US attacks on Yemen’s Houthis belie push for de-escalation,1
2024-01-12_1426.txt,"World reacts to US, UK attacks on Houthi targets in Yemen",1
2024-01-11_1446.txt,UN Security Council demands Houthis stop Red Sea shipping attacks,1
2024-01-11_1434.txt,Any US attack on Yemen’s Houthis will ‘not go without response’,1
2024-01-12_1422.txt,Who are the Houthis? A simple guide to the Yemeni group,1
2024-01-20_1336.txt,Oil supply tightens in Europe over Red Sea disruptions,1
2024-01-27_1255.txt,US military destroys Houthi antiship missile after oil tanker attack,1
2024-01-28_1247.txt,Could Red Sea attacks push up prices and fuel inflation?,1
2024-01-28_1242.txt,UK says it thwarted Houthis’ drone attack in the Red Sea,1
2024-01-22_1307.txt,"US, UK strike eight Houthi targets over Red Sea shipping attacks",1
2024-01-15_1386.txt,"Yemen’s Houthis hit US-owned ship in missile attack, US military says",1
2024-01-31_1222.txt,How escalating Red Sea crisis poses billions of dollars of risk for India,1
2024-02-24_963.txt,US warns of ‘disaster’ amid oil slick in Red Sea from ship hit by Houthis,2
2024-02-22_981.txt,"Houthis order ‘ban’ on Israel, US and UK-linked ships in the Red Sea",2
2024-02-07_1160.txt,"Houthis couldn’t stop genocide, but exposed the West’s moral bankruptcy",2
2024-01-10_1457.txt,"US, UK forces shoot down 21 drones and missiles fired by Houthis",1
2024-01-31_1220.txt,Houthis threaten more attacks against Western warships,1
2024-01-25_1280.txt,"US, UK sanction senior Houthis as rebels say Red Sea attacks will continue",1
2024-01-18_1361.txt,US launches new strikes on Houthi targets in Yemen,1
2024-01-19_1352.txt,US says ‘not at war’ with Houthis; Biden admits strikes not halting attacks,1
2024-01-17_1362.txt,Biden ‘playing with fire’ by re-designating Yemen’s Houthis as ‘terrorists’,1
2024-02-20_1007.txt,"Yemen’s Houthis claim attacks on Israeli, US ships",2
2024-02-01_1213.txt,US military targets 10 Houthi drones in new Yemen strikes,2
2024-02-14_1081.txt,UN envoy warns of ‘dangerous’ escalation cycle in war-wracked Yemen,2
2024-03-09_809.txt,US-led coalition shoots down 15 drones fired by Yemen’s Houthis in Red Sea,3
2024-02-28_917.txt,US extends detention of captain accused of shipping weapons to Houthis,2
2024-03-02_878.txt,"Rubymar, a UK-owned cargo ship hit by Yemen’s Houthis, sinks in the Red Sea",3
2024-02-27_935.txt,US claims ‘preemptive’ strikes against Houthi targets in Yemen,2
2024-02-04_1178.txt,How have Red Sea attacks by Yemen’s Houthi fighters affected companies?,2
2024-01-17_1364.txt,US designates Yemen’s Houthis as ‘global terrorists’,1
2024-02-23_976.txt,Houthis are recruiting record fighters. How will this affect Yemen?,2
2024-04-05_129.txt,Thousands around the world rally for Palestinians on Al-Quds Day,4
2024-04-05_132.txt,IRGC warns Israel attacks ‘won’t go unanswered’ as Iran marks Al-Quds Day,4
2024-04-02_173.txt,"Who was Mohammad Reza Zahedi, an Iranian general killed by Israel in Syria?",4
2024-04-02_169.txt,Netanyahu says Israeli forces killed World Central Kitchen workers in Gaza,4
2024-04-02_177.txt,Israeli strike kills seven World Central Kitchen workers,4
2024-04-08_95.txt,UN Security Council refers Palestine’s full membership bid to committee,4
2024-01-17_1369.txt,Al Jazeera’s Gaza bureau chief Wael Dahdouh in Qatar for medical treatment,1
2024-02-13_1104.txt,"Al Jazeera’s Ismail Abu Omar, Ahmad Matar wounded in Israeli strike on Gaza",2
2024-03-31_205.txt,Wael Dahdouh: Gaza’s voice amid loss and courage,3
2024-02-19_1026.txt,How Jerusalem’s Old City turned into a ghost town before my eyes,2
2024-02-21_997.txt,Occupied Jerusalem: ‘There is no Palestinian male that hasn’t been beaten’,2
2024-03-06_838.txt,Houthi attack kills three sailors in group’s first fatal strike on shipping,3
2024-02-25_959.txt,"US, UK bomb Houthi sites in Yemen amid surge in Red Sea ship attacks",2
2024-03-07_828.txt,Could Houthi-sunk ship Rubymar spell eco-disaster for the Red Sea?,3
2024-02-09_1139.txt,Demands for Canada to stop supplying weapons to Israel grow louder,2
2024-01-27_1259.txt,ICJ ruling in Gaza genocide case renews calls to end Israel arms transfers,1
2024-03-05_851.txt,Palestinian Canadians sue Foreign Minister Joly over arms exports to Israel,3
2024-03-18_331.txt,Israeli forces storm Gaza’s al-Shifa Hospital,3
2024-03-20_307.txt,Israeli military says 90 people killed in Gaza’s al-Shifa Hospital raid,3
2024-03-18_326.txt,Al Jazeera journalist freed after 12-hour arrest by Israeli forces in Gaza,3
2024-04-01_192.txt,Israel’s destruction of Gaza’s al-Shifa Hospital,4
2024-04-09_86.txt,Photos: Palestinians in Gaza prepare for Eid amid death and destruction,4
2024-01-25_1279.txt,Is Israel’s war on Gaza a watershed moment in history?,1
